Custid,Dayswus_mm,Freq_mm,Recency_mm,LTV_mm,value_labels,Dryred_dec,Sweetred_dec,Drywh_dec,Sweetwh_dec,Dessert_dec,Exotic_dec,labels,wine_labels,Freq,Recency,Monetary,Frequency_Rank,Recency_Rank,Monetary_Rank,RFM_Ave,wine_letters,merged_labels
4856,0.1814285714285715,0.2641509433962264,0.1766848816029144,0.23012318029115342,3,0.66,0.05,0.21,0.03,0.05,0.43,2,2,15.0,97.0,546.0,3,1,3,2.3333333333333335,C,3C
5692,0.4257142857142858,0.6226415094339622,0.014571948998178506,0.5537513997760358,3,0.37,0.1,0.38,0.07,0.07,0.36,12,1,34.0,8.0,1730.0,5,5,5,5.0,B,3B
8666,0.6085714285714287,0.4150943396226415,0.058287795992714025,0.22732362821948487,1,0.38,0.06,0.36,0.09,0.1,0.23,12,1,23.0,32.0,1013.0,4,4,4,4.0,B,1B
3085,0.6642857142857143,0.03773584905660378,0.122040072859745,0.09742441209406495,1,0.38,0.08,0.41,0.05,0.08,0.14,8,0,3.0,67.0,48.0,1,2,1,1.3333333333333333,A,1A
9948,0.5971428571428571,0.18867924528301885,0.03642987249544627,0.14725643896976484,1,0.89,0.01,0.08,0.01,0.01,0.42,3,2,11.0,20.0,343.0,3,5,3,3.6666666666666665,C,1C
5221,0.017142857142857126,0.22641509433962265,0.17304189435336975,0.11422172452407615,0,0.61,0.02,0.36,0.0,0.01,0.19,17,1,13.0,95.0,446.0,3,1,3,2.3333333333333335,B,0B
9716,0.10571428571428576,0.20754716981132076,0.13114754098360656,0.15509518477043674,0,0.23,0.38,0.21,0.08,0.1,0.1,14,1,12.0,72.0,392.0,3,2,3,2.6666666666666665,B,0B
2571,0.4571428571428572,0.07547169811320754,0.17486338797814208,0.09518477043673013,0,0.4,0.04,0.48,0.01,0.07,0.18,8,0,5.0,96.0,68.0,2,1,2,1.6666666666666667,A,0A
7871,0.30714285714285705,0.22641509433962265,0.14754098360655737,0.15453527435610304,0,0.61,0.07,0.2,0.02,0.11,0.05,1,2,13.0,81.0,443.0,3,1,3,2.3333333333333335,C,0C
6037,0.5114285714285715,0.07547169811320754,0.11293260473588343,0.09014557670772677,1,0.45,0.04,0.31,0.1,0.1,0.09,7,0,5.0,62.0,118.0,2,2,2,2.0,A,1A
7321,0.7642857142857143,0.3962264150943396,0.014571948998178506,0.2032474804031355,2,0.56,0.15,0.23,0.05,0.01,0.06,1,2,22.0,8.0,947.0,4,5,4,4.333333333333333,C,2C
1866,0.18714285714285717,0.660377358490566,0.07103825136612021,0.5352743561030235,3,0.49,0.01,0.41,0.05,0.04,0.02,13,1,36.0,39.0,1859.0,5,4,5,4.666666666666667,B,3B
5742,0.41000000000000003,0.018867924528301886,0.18032786885245902,0.09574468085106383,0,0.71,0.02,0.25,0.01,0.01,0.18,10,0,2.0,99.0,15.0,1,1,1,1.0,A,0A
9669,0.5028571428571428,0.24528301886792453,0.11475409836065574,0.18980963045912655,1,0.7,0.02,0.21,0.04,0.04,0.02,10,0,14.0,63.0,496.0,3,2,3,2.6666666666666665,A,1A
7748,0.9685714285714285,0.7169811320754716,0.08743169398907104,0.6170212765957447,2,0.48,0.18,0.13,0.13,0.08,0.15,7,0,39.0,48.0,2042.0,5,3,5,4.333333333333333,A,2A
1724,0.43571428571428583,0.1320754716981132,0.0273224043715847,0.10862262038073908,0,0.55,0.12,0.3,0.02,0.01,0.39,17,1,8.0,15.0,223.0,2,5,2,3.0,B,0B
7097,0.3185714285714286,0.16981132075471697,0.0965391621129326,0.14949608062709968,0,0.49,0.08,0.28,0.13,0.02,0.01,13,1,10.0,53.0,303.0,3,3,3,3.0,B,0B
4029,0.6328571428571429,0.3018867924528302,0.15846994535519127,0.17469204927211646,1,0.55,0.0,0.38,0.01,0.06,0.24,17,1,17.0,87.0,652.0,3,1,3,2.3333333333333335,B,1B
9558,0.9214285714285714,0.7924528301886792,0.025500910746812384,0.7575587905935051,2,0.34,0.15,0.32,0.13,0.06,0.05,7,0,43.0,14.0,2287.0,5,5,5,5.0,A,2A
2276,0.9385714285714285,0.6792452830188679,0.0692167577413479,0.5755879059350504,2,0.82,0.01,0.15,0.01,0.0,0.02,4,2,37.0,38.0,1920.0,5,4,5,4.666666666666667,C,2C
6158,0.4414285714285714,0.07547169811320754,0.1366120218579235,0.09462486002239642,0,0.19,0.04,0.47,0.15,0.15,0.08,6,0,5.0,75.0,122.0,2,2,2,2.0,A,0A
7610,0.2942857142857144,0.05660377358490566,0.00546448087431694,0.09630459126539753,0,0.18,0.09,0.56,0.09,0.08,0.31,9,0,4.0,3.0,35.0,1,5,1,2.3333333333333335,A,0A
7813,0.2242857142857143,0.03773584905660378,0.061930783242258654,0.0923852183650616,0,0.58,0.05,0.28,0.07,0.03,0.11,1,2,3.0,34.0,40.0,1,4,1,2.0,C,0C
9117,0.7442857142857143,0.3584905660377358,0.007285974499089253,0.2010078387458007,1,0.29,0.12,0.5,0.01,0.08,0.27,9,0,20.0,4.0,829.0,4,5,4,4.333333333333333,A,1A
1684,0.2300000000000001,0.11320754716981132,0.15482695810564662,0.10470324748040313,0,0.23,0.03,0.37,0.19,0.18,0.21,0,2,7.0,85.0,185.0,2,1,2,1.6666666666666667,C,0C
2109,0.8057142857142857,0.4150943396226415,0.0018214936247723133,0.37737961926091823,2,0.31,0.13,0.33,0.12,0.1,0.16,0,2,23.0,1.0,1022.0,4,5,4,4.333333333333333,C,2C
5878,0.4442857142857143,0.5471698113207547,0.025500910746812384,0.3964165733482643,3,0.45,0.02,0.39,0.12,0.01,0.04,8,0,30.0,14.0,1468.0,5,5,5,5.0,A,3A
1898,0.3185714285714286,0.018867924528301886,0.13296903460837886,0.09518477043673013,0,0.25,0.11,0.51,0.08,0.05,0.18,6,0,2.0,73.0,41.0,1,2,1,1.3333333333333333,A,0A
6973,0.15714285714285714,0.03773584905660378,0.15664845173041894,0.09630459126539753,0,0.73,0.01,0.23,0.01,0.02,0.05,10,0,3.0,86.0,33.0,1,1,1,1.0,A,0A
2870,0.6214285714285716,0.05660377358490566,0.07103825136612021,0.0923852183650616,1,0.67,0.0,0.31,0.01,0.01,0.06,1,2,4.0,39.0,56.0,1,4,1,2.0,C,1C
4968,0.27714285714285725,0.4150943396226415,0.13479052823315119,0.4406494960806271,3,0.25,0.16,0.32,0.09,0.18,0.15,0,2,23.0,74.0,1014.0,4,2,4,3.3333333333333335,C,3C
2139,0.7328571428571428,0.018867924528301886,0.061930783242258654,0.09630459126539753,1,0.74,0.06,0.12,0.05,0.03,0.18,3,2,2.0,34.0,22.0,1,4,1,2.0,C,1C
4830,0.22285714285714298,0.03773584905660378,0.0036429872495446266,0.09686450167973125,0,0.51,0.02,0.39,0.08,0.0,0.23,17,1,3.0,2.0,32.0,1,5,1,2.3333333333333335,B,0B
7083,0.3014285714285715,0.1509433962264151,0.03825136612021858,0.13101903695408734,0,0.89,0.02,0.08,0.0,0.0,0.06,4,2,9.0,21.0,262.0,3,4,3,3.3333333333333335,C,0C
7590,0.7571428571428572,0.660377358490566,0.1785063752276867,0.6578947368421052,2,0.25,0.2,0.28,0.06,0.21,0.01,0,2,36.0,98.0,1856.0,5,1,5,3.6666666666666665,C,2C
4209,0.8514285714285715,0.16981132075471697,0.014571948998178506,0.06215005599104143,1,0.7,0.02,0.24,0.02,0.02,0.01,1,2,10.0,8.0,305.0,3,5,3,3.6666666666666665,C,1C
1134,0.8442857142857142,0.7735849056603773,0.1657559198542805,0.7513997760358343,2,0.37,0.14,0.36,0.11,0.02,0.05,8,0,42.0,91.0,2226.0,5,1,5,3.6666666666666665,A,2A
5900,0.4600000000000001,0.6415094339622641,0.0036429872495446266,0.5806270996640538,2,0.34,0.04,0.54,0.04,0.04,0.01,6,0,35.0,2.0,1794.0,5,5,5,5.0,A,2A
2610,0.23857142857142855,0.03773584905660378,0.08196721311475409,0.09630459126539753,0,0.44,0.05,0.4,0.09,0.02,0.32,12,1,3.0,45.0,35.0,1,3,1,1.6666666666666667,B,0B
5339,0.8442857142857142,0.33962264150943394,0.061930783242258654,0.2547592385218365,2,0.44,0.09,0.29,0.12,0.06,0.16,7,0,19.0,34.0,775.0,4,4,4,4.0,A,2A
8943,0.43571428571428583,0.5660377358490566,0.056466302367941715,0.36338185890257557,3,0.46,0.04,0.44,0.04,0.01,0.04,8,0,31.0,31.0,1534.0,5,4,5,4.666666666666667,A,3A
7370,0.9971428571428572,0.11320754716981132,0.15482695810564662,0.09014557670772677,1,0.29,0.03,0.53,0.08,0.07,0.04,6,0,7.0,85.0,188.0,2,1,2,1.6666666666666667,A,1A
9876,0.0071428571428571175,0.2830188679245283,0.018214936247723135,0.1920492721164614,3,0.47,0.06,0.34,0.12,0.02,0.18,13,1,16.0,10.0,599.0,3,5,3,3.6666666666666665,B,3B
10825,0.2699999999999999,0.49056603773584906,0.13479052823315119,0.5173572228443449,3,0.14,0.19,0.48,0.17,0.03,0.09,0,2,27.0,74.0,1275.0,4,2,4,3.3333333333333335,C,3C
8057,0.9071428571428571,0.3584905660377358,0.1657559198542805,0.23628219484882418,2,0.85,0.01,0.12,0.01,0.01,0.02,4,2,20.0,91.0,831.0,4,1,4,3.0,C,2C
1872,0.09999999999999998,0.05660377358490566,0.0036429872495446266,0.09070548712206047,0,0.77,0.02,0.2,0.01,0.0,0.49,3,2,4.0,2.0,49.0,1,5,1,2.3333333333333335,C,0C
1419,0.6871428571428572,0.6226415094339622,0.05100182149362477,0.396976483762598,2,0.46,0.03,0.3,0.04,0.17,0.1,7,0,34.0,28.0,1723.0,5,4,5,4.666666666666667,A,2A
9961,0.7085714285714285,0.22641509433962265,0.11657559198542805,0.10638297872340426,1,0.08,0.05,0.31,0.25,0.3,0.15,11,0,13.0,64.0,435.0,3,2,3,2.6666666666666665,A,1A
2105,0.09142857142857141,0.11320754716981132,0.15482695810564662,0.13269876819708848,0,0.69,0.02,0.19,0.08,0.02,0.06,10,0,7.0,85.0,180.0,2,1,2,1.6666666666666667,A,0A
6466,0.9957142857142857,0.8113207547169811,0.009107468123861567,0.6942889137737962,2,0.53,0.04,0.38,0.01,0.04,0.04,13,1,44.0,5.0,2346.0,5,5,5,5.0,B,2B
9201,0.42285714285714293,0.07547169811320754,0.14025500910746813,0.10582306830907055,0,0.72,0.02,0.2,0.0,0.06,0.06,10,0,5.0,77.0,118.0,2,2,2,2.0,A,0A
2446,0.6171428571428571,0.4339622641509434,0.009107468123861567,0.09574468085106383,1,0.72,0.03,0.2,0.04,0.01,0.02,10,0,24.0,5.0,1074.0,4,5,4,4.333333333333333,A,1A
2029,0.2014285714285714,0.03773584905660378,0.058287795992714025,0.09518477043673013,0,0.58,0.04,0.32,0.05,0.01,0.04,13,1,3.0,32.0,64.0,1,4,2,2.3333333333333335,B,0B
2103,0.2042857142857143,0.3584905660377358,0.03825136612021858,0.23628219484882418,3,0.62,0.06,0.2,0.12,0.0,0.05,1,2,20.0,21.0,838.0,4,4,4,4.0,C,3C
7265,0.26428571428571435,0.33962264150943394,0.04918032786885246,0.1427771556550952,3,0.95,0.0,0.04,0.0,0.0,0.02,4,2,19.0,27.0,769.0,4,4,4,4.0,C,3C
10450,0.2014285714285714,0.05660377358490566,0.10200364298724954,0.09518477043673013,0,0.57,0.04,0.35,0.02,0.02,0.07,13,1,4.0,56.0,43.0,1,3,1,1.6666666666666667,B,0B
9670,0.5442857142857144,0.8113207547169811,0.06375227686703097,0.6019036954087346,2,0.47,0.03,0.48,0.0,0.02,0.08,8,0,44.0,35.0,2347.0,5,4,5,4.666666666666667,A,2A
3740,0.6114285714285715,0.2830188679245283,0.0018214936247723133,0.14501679731243,1,0.71,0.0,0.26,0.01,0.02,0.23,17,1,16.0,1.0,602.0,3,5,3,3.6666666666666665,B,1B
7733,0.7585714285714286,0.4150943396226415,0.00546448087431694,0.26539753639417696,2,0.51,0.06,0.37,0.01,0.06,0.03,13,1,23.0,3.0,1021.0,4,5,4,4.333333333333333,B,2B
3778,0.6785714285714285,0.1320754716981132,0.04007285974499089,0.093505039193729,1,0.6,0.02,0.3,0.06,0.02,0.04,1,2,8.0,22.0,222.0,2,4,2,2.6666666666666665,C,1C
5253,0.6014285714285715,0.4528301886792453,0.10564663023679417,0.20884658454647256,1,0.74,0.03,0.14,0.02,0.07,0.0,10,0,25.0,58.0,1154.0,4,3,4,3.6666666666666665,A,1A
10188,0.4057142857142858,0.5849056603773585,0.04371584699453552,0.35890257558790595,3,0.7,0.02,0.25,0.02,0.01,0.01,1,2,32.0,24.0,1596.0,5,4,5,4.666666666666667,C,3C
4740,0.7928571428571428,0.4339622641509434,0.14754098360655737,0.21556550951847703,2,0.94,0.0,0.05,0.0,0.01,0.03,4,2,24.0,81.0,1091.0,4,1,4,3.0,C,2C
1556,0.89,0.7169811320754716,0.11657559198542805,0.4843225083986562,2,0.67,0.02,0.27,0.02,0.02,0.0,1,2,39.0,64.0,2041.0,5,2,5,4.0,C,2C
6838,0.7842857142857144,0.7169811320754716,0.09107468123861566,0.5442329227323628,2,0.3,0.0,0.56,0.07,0.07,0.06,6,0,39.0,50.0,2042.0,5,3,5,4.333333333333333,A,2A
10386,0.08285714285714285,0.5660377358490566,0.15664845173041894,0.5638297872340425,3,0.38,0.03,0.52,0.03,0.04,0.01,8,0,31.0,86.0,1533.0,5,1,5,3.6666666666666665,A,3A
3787,0.9857142857142857,0.03773584905660378,0.007285974499089253,0.09462486002239642,1,0.69,0.06,0.13,0.05,0.07,0.04,10,0,3.0,4.0,64.0,1,5,2,2.6666666666666665,A,1A
8275,0.09999999999999998,0.03773584905660378,0.10018214936247723,0.10862262038073908,0,0.16,0.0,0.17,0.21,0.46,0.46,11,0,3.0,55.0,65.0,1,3,2,2.0,A,0A
1418,0.13857142857142857,0.6415094339622641,0.04189435336976321,0.5951847704367301,3,0.23,0.06,0.34,0.19,0.18,0.02,0,2,35.0,23.0,1797.0,5,4,5,4.666666666666667,C,3C
9949,0.1885714285714286,0.05660377358490566,0.13114754098360656,0.0940649496080627,0,0.27,0.17,0.49,0.03,0.04,0.17,6,0,4.0,72.0,46.0,1,2,1,1.3333333333333333,A,0A
8142,0.4185714285714285,0.03773584905660378,0.020036429872495445,0.1019036954087346,0,0.55,0.13,0.27,0.05,0.01,0.13,13,1,3.0,11.0,56.0,1,5,1,2.3333333333333335,B,0B
5841,0.11571428571428577,0.05660377358490566,0.04553734061930783,0.09910414333706608,0,0.44,0.13,0.37,0.02,0.04,0.08,8,0,4.0,25.0,63.0,1,4,2,2.3333333333333335,A,0A
2495,0.2500000000000001,0.07547169811320754,0.07650273224043716,0.1097424412094065,0,0.8,0.02,0.13,0.02,0.02,0.16,10,0,5.0,42.0,118.0,2,3,2,2.3333333333333335,A,0A
10649,0.1557142857142857,0.07547169811320754,0.04007285974499089,0.08958566629339305,0,0.9,0.0,0.08,0.01,0.01,0.04,4,2,5.0,22.0,117.0,2,4,2,2.6666666666666665,C,0C
7925,0.7885714285714286,0.4716981132075472,0.058287795992714025,0.3404255319148936,2,0.69,0.02,0.26,0.0,0.03,0.07,1,2,26.0,32.0,1216.0,4,4,4,4.0,C,2C
8644,0.8557142857142858,0.6037735849056604,0.02185792349726776,0.5190369540873461,2,0.58,0.03,0.35,0.02,0.01,0.04,13,1,33.0,12.0,1659.0,5,5,5,5.0,B,2B
7235,0.3342857142857144,0.018867924528301886,0.00546448087431694,0.10358342665173573,0,0.6,0.03,0.32,0.01,0.04,0.08,13,1,2.0,3.0,37.0,1,5,1,2.3333333333333335,B,0B
3732,0.6442857142857142,0.5849056603773585,0.1384335154826958,0.6416573348264277,2,0.66,0.06,0.15,0.12,0.01,0.07,1,2,32.0,76.0,1603.0,5,2,5,4.0,C,2C
1881,0.17714285714285716,0.2641509433962264,0.10564663023679417,0.1858902575587906,0,0.39,0.0,0.36,0.22,0.03,0.07,8,0,15.0,58.0,538.0,3,3,3,3.0,A,0A
7540,0.41142857142857137,0.2830188679245283,0.16393442622950818,0.15733482642777155,3,0.36,0.05,0.52,0.06,0.01,0.65,15,1,16.0,90.0,594.0,3,1,3,2.3333333333333335,B,3B
2039,0.557142857142857,0.7924528301886792,0.04735883424408015,0.47592385218365063,2,0.47,0.03,0.45,0.01,0.04,0.03,8,0,43.0,26.0,2291.0,5,4,5,4.666666666666667,A,2A
4160,0.06000000000000005,0.6037735849056604,0.1493624772313297,0.5022396416573348,3,0.49,0.06,0.26,0.11,0.09,0.02,7,0,33.0,82.0,1659.0,5,1,5,3.6666666666666665,A,3A
2165,0.9271428571428572,0.6415094339622641,0.10200364298724954,0.5055991041433371,2,0.3,0.15,0.33,0.16,0.06,0.37,12,1,35.0,56.0,1789.0,5,3,5,4.333333333333333,B,2B
9397,0.8442857142857142,0.3018867924528302,0.060109289617486336,0.17917133258678614,1,0.75,0.03,0.18,0.04,0.0,0.04,10,0,17.0,33.0,656.0,3,4,4,3.6666666666666665,A,1A
8875,0.5628571428571428,0.18867924528301885,0.1092896174863388,0.05319148936170213,1,0.31,0.06,0.49,0.09,0.05,0.36,9,0,11.0,60.0,338.0,3,3,3,3.0,A,1A
1074,0.472857142857143,0.03773584905660378,0.13296903460837886,0.10470324748040313,0,0.37,0.02,0.51,0.06,0.03,0.1,8,0,3.0,73.0,63.0,1,2,2,1.6666666666666667,A,0A
7579,0.21857142857142853,0.2641509433962264,0.01092896174863388,0.21836506159014557,0,0.25,0.35,0.11,0.08,0.22,0.24,14,1,15.0,6.0,535.0,3,5,3,3.6666666666666665,B,0B
7453,0.3157142857142857,0.07547169811320754,0.08925318761384335,0.09966405375139978,0,0.13,0.16,0.38,0.24,0.08,0.09,16,1,5.0,49.0,52.0,2,3,1,2.0,B,0B
5736,0.07857142857142863,0.24528301886792453,0.030965391621129327,0.18309070548712206,3,0.6,0.07,0.14,0.14,0.05,0.18,17,1,14.0,17.0,488.0,3,5,3,3.6666666666666665,B,3B
4802,0.23285714285714276,0.07547169811320754,0.1785063752276867,0.11590145576707728,0,0.84,0.02,0.12,0.02,0.0,0.06,4,2,5.0,98.0,120.0,2,1,2,1.6666666666666667,C,0C
1495,0.3157142857142857,0.05660377358490566,0.01092896174863388,0.10302351623740202,0,0.48,0.04,0.42,0.04,0.02,0.44,12,1,4.0,6.0,32.0,1,5,1,2.3333333333333335,B,0B
6925,0.6757142857142858,0.33962264150943394,0.122040072859745,0.2564389697648376,1,0.8,0.02,0.16,0.01,0.01,0.02,10,0,19.0,67.0,772.0,4,2,4,3.3333333333333335,A,1A
6999,0.3928571428571429,0.20754716981132076,0.08378870673952642,0.11646136618141098,0,0.72,0.01,0.26,0.0,0.01,0.07,10,0,12.0,46.0,387.0,3,3,3,3.0,A,0A
4263,0.5671428571428571,0.4528301886792453,0.025500910746812384,0.2777155655095185,3,0.71,0.05,0.2,0.03,0.01,0.02,10,0,25.0,14.0,1145.0,4,5,4,4.333333333333333,A,3A
1487,0.7057142857142856,0.5471698113207547,0.05100182149362477,0.31522956326987683,2,0.64,0.02,0.23,0.07,0.05,0.03,1,2,30.0,28.0,1476.0,5,4,5,4.666666666666667,C,2C
3178,0.61,0.09433962264150944,0.15482695810564662,0.10918253079507279,1,0.9,0.0,0.07,0.0,0.03,0.24,3,2,6.0,85.0,151.0,2,1,2,1.6666666666666667,C,1C
6253,0.9485714285714285,0.018867924528301886,0.15846994535519127,0.09518477043673013,1,0.48,0.1,0.31,0.04,0.06,0.16,7,0,2.0,87.0,40.0,1,1,1,1.0,A,1A
10989,0.6657142857142858,0.03773584905660378,0.07468123861566485,0.09574468085106383,1,0.11,0.4,0.24,0.22,0.02,0.52,5,2,3.0,41.0,46.0,1,3,1,1.6666666666666667,C,1C
5367,0.7200000000000001,0.05660377358490566,0.122040072859745,0.11086226203807391,1,0.44,0.28,0.13,0.04,0.11,0.75,2,2,4.0,67.0,93.0,1,2,2,1.6666666666666667,C,1C
9173,0.005714285714285783,0.4150943396226415,0.00546448087431694,0.3258678611422172,3,0.45,0.08,0.35,0.08,0.05,0.04,13,1,23.0,3.0,1018.0,4,5,4,4.333333333333333,B,3B
1025,0.18571428571428572,0.5849056603773585,0.025500910746812384,0.47256438969764836,3,0.35,0.05,0.39,0.1,0.11,0.06,8,0,32.0,14.0,1595.0,5,5,5,5.0,A,3A
2533,0.722857142857143,0.22641509433962265,0.12568306010928962,0.09462486002239642,1,0.92,0.0,0.07,0.0,0.0,0.04,4,2,13.0,69.0,438.0,3,2,3,2.6666666666666665,C,1C
1985,0.6014285714285715,0.1320754716981132,0.07468123861566485,0.11758118701007839,1,0.18,0.11,0.27,0.08,0.36,0.34,11,0,8.0,41.0,219.0,2,3,2,2.3333333333333335,A,1A
5905,0.8714285714285716,0.49056603773584906,0.122040072859745,0.3594624860022396,2,0.31,0.19,0.25,0.05,0.2,0.1,0,2,27.0,67.0,1275.0,4,2,4,3.3333333333333335,C,2C
4101,0.7971428571428573,0.018867924528301886,0.05100182149362477,0.093505039193729,1,0.27,0.29,0.24,0.11,0.1,0.48,5,2,2.0,28.0,24.0,1,4,1,2.0,C,1C
1302,0.6242857142857142,0.33962264150943394,0.14207650273224043,0.27043673012318026,1,0.64,0.05,0.25,0.05,0.01,0.37,17,1,19.0,78.0,776.0,4,2,4,3.3333333333333335,B,1B
6720,0.9657142857142856,0.6037735849056604,0.16393442622950818,0.43449048152295633,2,0.71,0.02,0.24,0.01,0.02,0.01,10,0,33.0,90.0,1666.0,5,1,5,3.6666666666666665,A,2A
1836,0.9185714285714285,0.3018867924528302,0.07468123861566485,0.07222844344904815,1,0.74,0.01,0.23,0.01,0.01,0.2,3,2,17.0,41.0,661.0,3,3,4,3.3333333333333335,C,1C
6467,0.011428571428571455,0.018867924528301886,0.10200364298724954,0.1019036954087346,0,0.2,0.06,0.51,0.18,0.06,0.55,15,1,2.0,56.0,23.0,1,3,1,1.6666666666666667,B,0B
3371,0.9128571428571429,0.2830188679245283,0.1785063752276867,0.07782754759238522,1,0.91,0.0,0.07,0.01,0.01,0.03,4,2,16.0,98.0,591.0,3,1,3,2.3333333333333335,C,1C
9181,0.9914285714285714,0.11320754716981132,0.12750455373406194,0.11702127659574468,1,0.19,0.1,0.35,0.27,0.09,0.14,16,1,7.0,70.0,187.0,2,2,2,2.0,B,1B
6971,0.05714285714285716,0.11320754716981132,0.012750455373406192,0.09742441209406495,0,0.53,0.01,0.39,0.05,0.03,0.26,17,1,7.0,7.0,180.0,2,5,2,3.0,B,0B
9829,0.7171428571428572,0.32075471698113206,0.0947176684881603,0.17581187010078386,1,0.61,0.03,0.32,0.01,0.03,0.05,1,2,18.0,52.0,701.0,4,3,4,3.6666666666666665,C,1C
3347,0.4342857142857143,0.03773584905660378,0.06557377049180328,0.10470324748040313,0,0.58,0.01,0.33,0.05,0.04,0.11,13,1,3.0,36.0,52.0,1,4,1,2.0,B,0B
4963,0.4742857142857143,0.20754716981132076,0.018214936247723135,0.10582306830907055,1,0.52,0.05,0.29,0.1,0.04,0.05,13,1,12.0,10.0,386.0,3,5,3,3.6666666666666665,B,1B
1158,0.24428571428571433,0.18867924528301885,0.17304189435336975,0.135498320268757,0,0.86,0.01,0.12,0.01,0.01,0.07,4,2,11.0,95.0,339.0,3,1,3,2.3333333333333335,C,0C
5771,0.18714285714285717,0.5471698113207547,0.00546448087431694,0.4742441209406495,3,0.28,0.2,0.29,0.09,0.14,0.11,0,2,30.0,3.0,1465.0,5,5,5,5.0,C,3C
6962,0.9371428571428572,0.018867924528301886,0.07468123861566485,0.09910414333706608,1,0.4,0.05,0.36,0.08,0.11,0.07,8,0,2.0,41.0,42.0,1,3,1,1.6666666666666667,A,1A
9146,0.8914285714285713,0.7169811320754716,0.08925318761384335,0.7150055991041433,2,0.29,0.13,0.5,0.0,0.08,0.01,6,0,39.0,49.0,2043.0,5,3,5,4.333333333333333,A,2A
7751,0.4585714285714285,0.7358490566037735,0.0947176684881603,0.6567749160134378,3,0.38,0.01,0.38,0.1,0.14,0.03,8,0,40.0,52.0,2107.0,5,3,5,4.333333333333333,A,3A
10850,0.7042857142857143,0.11320754716981132,0.1493624772313297,0.10358342665173573,1,0.46,0.16,0.28,0.01,0.09,0.04,7,0,7.0,82.0,187.0,2,1,2,1.6666666666666667,A,1A
2205,0.02571428571428569,0.24528301886792453,0.0692167577413479,0.2374020156774916,3,0.49,0.06,0.32,0.03,0.1,0.01,13,1,14.0,38.0,496.0,3,4,3,3.3333333333333335,B,3B
7018,0.9571428571428572,0.018867924528301886,0.18214936247723132,0.09966405375139978,1,0.07,0.23,0.27,0.18,0.25,0.09,14,1,2.0,100.0,28.0,1,1,1,1.0,B,1B
2521,0.6671428571428571,0.018867924528301886,0.0036429872495446266,0.09686450167973125,1,0.13,0.33,0.21,0.04,0.29,0.88,18,1,2.0,2.0,17.0,1,5,1,2.3333333333333335,B,1B
3749,0.46571428571428564,0.07547169811320754,0.10746812386156648,0.0845464725643897,0,0.59,0.01,0.25,0.06,0.09,0.01,1,2,5.0,59.0,72.0,2,3,2,2.3333333333333335,C,0C
3381,0.4842857142857143,0.5660377358490566,0.0965391621129326,0.4630459126539753,2,0.35,0.05,0.55,0.04,0.01,0.03,6,0,31.0,53.0,1536.0,5,3,5,4.333333333333333,A,2A
2128,0.15000000000000002,0.4716981132075472,0.052823315118397086,0.332026875699888,3,0.74,0.0,0.22,0.01,0.02,0.01,10,0,26.0,29.0,1203.0,4,4,4,4.0,A,3A
3860,0.8528571428571429,0.3584905660377358,0.13296903460837886,0.22452407614781633,2,0.47,0.11,0.3,0.06,0.06,0.05,7,0,20.0,73.0,829.0,4,2,4,3.3333333333333335,A,2A
6803,0.9742857142857143,0.11320754716981132,0.11839708561020036,0.08230683090705487,1,0.46,0.03,0.46,0.02,0.04,0.05,8,0,7.0,65.0,180.0,2,2,2,2.0,A,1A
7968,0.8442857142857142,0.5849056603773585,0.0965391621129326,0.3729003359462486,2,0.53,0.12,0.21,0.03,0.12,0.23,17,1,32.0,53.0,1603.0,5,3,5,4.333333333333333,B,2B
5787,0.24142857142857144,0.2641509433962264,0.0,0.17245240761478164,0,0.71,0.0,0.19,0.03,0.06,0.01,10,0,15.0,0.0,541.0,3,5,3,3.6666666666666665,A,0A
3570,0.24142857142857144,0.07547169811320754,0.16393442622950818,0.09126539753639418,0,0.48,0.12,0.27,0.04,0.1,0.36,12,1,5.0,90.0,87.0,2,1,2,1.6666666666666667,B,0B
9585,0.1785714285714286,0.07547169811320754,0.15846994535519127,0.09910414333706608,0,0.75,0.0,0.17,0.05,0.02,0.12,10,0,5.0,87.0,90.0,2,1,2,1.6666666666666667,A,0A
7774,0.19714285714285718,0.32075471698113206,0.1766848816029144,0.22228443449048152,3,0.91,0.0,0.08,0.0,0.0,0.05,4,2,18.0,97.0,704.0,4,1,4,3.0,C,3C
6225,0.32999999999999996,0.018867924528301886,0.1493624772313297,0.09798432250839866,0,0.07,0.05,0.48,0.17,0.23,0.04,0,2,2.0,82.0,22.0,1,1,1,1.0,C,0C
6632,0.3957142857142858,0.03773584905660378,0.061930783242258654,0.09798432250839866,0,0.04,0.26,0.27,0.34,0.09,0.37,5,2,3.0,34.0,42.0,1,4,1,2.0,C,0C
9931,0.2371428571428572,0.33962264150943394,0.15300546448087432,0.29899216125419936,3,0.43,0.01,0.25,0.03,0.28,0.19,7,0,19.0,84.0,776.0,4,1,4,3.0,A,3A
7525,0.2699999999999999,0.018867924528301886,0.17304189435336975,0.10358342665173573,0,0.65,0.07,0.2,0.04,0.03,0.76,2,2,2.0,95.0,41.0,1,1,1,1.0,C,0C
10453,0.11428571428571432,0.3962264150943396,0.061930783242258654,0.251959686450168,3,0.32,0.12,0.47,0.06,0.03,0.02,6,0,22.0,34.0,946.0,4,4,4,4.0,A,3A
